name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Bandya - Slow,Rohail Hayat,5I0UPd1agv5uh6vuBW7LYm,"0
",0.58,1,0,0.00261,203880,4,0.787,-7.974,0.036,0.219,101.973,0.242,0.461
Bandya - Fast,Khawar Jawad,1Lrhb8ZiTXY31YuxwajIbs,"0
",0.623,1,0,0.00185,205280,4,0.784,-8.177,0.0392,0.241,101.969,0.14,0.57
Bandeh,Indian Ocean,1i8pdZ3FmoL70ghtsmmoIj,"29
",0.608,0,0,8.38e-06,468600,4,0.429,-8.413,0.0498,0.332,135.059,0.0764,0.164
Baan Farh Kay - with Sukhbir,Josh,3MZSKyDubXBf54Sl8PRp75,"15
",0.664,11,0,4.43e-05,264120,4,0.954,-4.869,0.0728,0.025,105.957,0.151,0.771
Mahi-Ve,Josh,6u2uJXCU1gxiIyfa3LJkX2,"18
",0.725,9,1,2.63e-05,246533,4,0.851,-4.582,0.129,0.335,100.078,0.0766,0.919
"Mar Jayian Romantic (From ""Vicky Donor"")",Vishal Dadlani,1USjF5fmbVCHngHrcoWdfK,"36
",0.632,0,0,1.02e-05,288960,4,0.721,-7.616,0.0345,0.204,145.938,0.102,0.808
Mit Jaaye,Sanjeev Vyas,23tZ4MBdl71rw08UlZbRRg,"11
",0.602,6,1,0.00296,240347,4,0.947,-6.082,0.0884,0.0653,141.5,0.715,0.562
Hey Ya,Pritam,3h73U5n895Dlo20ydzPTs5,"19
",0.786,6,0,0.000289,255507,4,0.738,-5.217,0.105,0.244,92.005,0.355,0.86
Mit Jaaye - Rock Version by Hyacinth D'Souza,Sandeep Vyas,3gjT29QA8TqVACuhLUjDgT,"4
",0.58,0,1,0.23,258293,4,0.952,-3.883,0.0403,0.0061,129.994,0.0596,0.559
"Mein Sharabi (From ""Cocktail"")",Imran Aziz,1EBFDh7NkQqI80564tQaUq,"36
",0.774,7,1,1.32e-06,265846,4,0.81,-8.247,0.0968,0.201,130.025,0.0386,0.682
Duur,Strings,4EcaBu23o4f3yLvOkucXAy,"0
",0.618,5,1,0.000619,305000,4,0.754,-8.79,0.0463,0.0238,117.872,0.18,0.702
Maa Reva,Indian Ocean,1YCCFwxNhaI4hf9ubGbGPX,"7
",0.477,2,1,0.878,395853,4,0.677,-9.128,0.0775,0.512,154.438,0.121,0.887
Kangna,Dr Zeus,70MhdEVArMMCmj43JLxIn9, Master Rakesh,0.756,1,0,0.000253,210680,4,0.858,-4.05,0.0584,0.0353,101.985,0.061,0.764
"Jugni (from ""Cocktail"")",Arif Lohar,37pIbmzFbXQ4iQe38ehn2c,"35
",0.614,1,1,0.0,417386,4,0.759,-6.763,0.107,0.145,166.096,0.3,0.361
Aashiyan,Pritam,7ttlemwytO21npSmLKqTBg,"49
",0.829,10,1,2.81e-06,236373,4,0.622,-7.291,0.0518,0.294,131.969,0.167,0.775
Main Kya Karoon,Pritam,4GagsETs7qfR3cwQkRcXgb,"50
",0.784,9,1,0.000502,270333,4,0.453,-8.925,0.141,0.632,91.013,0.102,0.667
Kyon,Pritam,1sYC1fG7s4p0pTykrJqmgW,"54
",0.726,2,1,0.0,266053,4,0.664,-6.674,0.0331,0.636,121.923,0.0964,0.831
Ala Barfi,Pritam,6yipH0hUeAf4YPK40k1oIY,"41
",0.769,7,1,0.0,319227,4,0.516,-7.989,0.0456,0.557,127.943,0.108,0.67
Jo Tere Sang,Jeet Gannguli,0kYBzFJ5a2Jozi6cI4y9Bp,"38
",0.681,11,0,0.0,306173,4,0.906,-6.157,0.0737,0.0658,131.996,0.11,0.406
Hawa Hawai,Laxmikant–Pyarelal,7cxYQIABXRkxsEx06JMlAb,"0
",0.7,9,1,0.0194,294320,4,0.779,-5.751,0.194,0.0604,175.928,0.00926,0.894
Chaahat,Jeet Gannguli,6cLdrOr82mTQdwaqT9fkou,"40
",0.643,4,0,0.0,262573,4,0.401,-6.37,0.0331,0.61,134.89,0.109,0.263
Yaaron,KK,0zFG3RWjka7dNRIRTWnXMN,"46
",0.64,5,1,7.33e-06,268867,4,0.498,-8.241,0.0289,0.733,113.895,0.136,0.207
Janaabe Ali,Shaan And Kunal Ganjawala,1HHTuGeaGqjfYabYub2kJd,"0
",0.786,11,1,5.9e-06,345173,4,0.583,-10.975,0.0523,0.00781,128.013,0.122,0.804
Kurbaan Hua,Salim–Sulaiman,1PH0yXNGtSZbL2eufpgFJ4,"43
",0.54,2,0,0.000119,259360,4,0.718,-6.169,0.0429,0.022,166.003,0.248,0.526
Man Bawra,Rahat Fateh Ali Khan,4uz5lwSbFccwPWGrl20ne9,"0
",0.611,0,1,1.78e-06,389770,4,0.413,-8.971,0.027,0.438,108.901,0.12,0.242
Saari Raat Jaga,Noori,4x71cFAKxdLxu9ZpZphsSd,"11
",0.546,1,0,3.87e-05,282127,4,0.81,-7.217,0.048,0.0155,140.053,0.594,0.388
Right Here Right Now,Shekhar Ravjiani,5OnzV6x71qjyEwYpVPMsTP,"0
",0.854,10,1,0.015,182533,4,0.449,-10.762,0.0939,0.0796,93.998,0.111,0.533
Om Mangalam,RDB,1weVzeiAIRAL1aRMEYG7Sn,"33
",0.792,9,1,0.0,264227,4,0.81,-3.25,0.0356,0.263,112.981,0.158,0.674
Soniyo,Raju Singh,4J5OpeZUR2msDPfMsIeGSU,"52
",0.637,9,1,3.29e-06,328440,4,0.591,-6.117,0.0342,0.504,119.956,0.135,0.48
"Zara Sa (From ""Jannat"")",KK,7LnuOc97ws8jLX7sY69RHW,"0
",0.467,11,0,0.000308,303680,4,0.91,-3.057,0.0516,0.12,163.792,0.271,0.696
O Meri Jaan,Pritam,19gfaAviFdsPIZO8FEyeJg,"0
",0.526,7,1,3.86e-05,303987,4,0.833,-5.087,0.032,0.137,150.013,0.57,0.513
Bardaasht,KK,4AjnOsAgmwuo4sDv2PRP43,"0
",0.701,1,1,0.0,339440,4,0.743,-11.266,0.0519,0.0892,111.74,0.0573,0.727
Dhoom Pichuck,Palash,08q0YdArUmhprYmFia7Y9M,"18
",0.428,1,1,0.0,289747,4,0.875,-4.309,0.403,0.0953,97.407,0.658,0.793
Madari,Clinton Cerejo,0hzih5wPuGN8tCIZ16puJx,"0
",0.578,7,0,0.0,463787,4,0.86,-5.448,0.0386,0.115,113.074,0.18,0.592
Ishq Shava,A.R. Rahman,466IkmZ6ulILfkh1JuhL4t,"0
",0.733,6,0,0.0212,269904,4,0.902,-7.271,0.0441,0.109,143.975,0.0704,0.963
Challa,A.R. Rahman,46DQoVAH8YJQK2svxJxAa5,"0
",0.774,0,1,0.0,320001,4,0.779,-5.082,0.0472,0.118,118.002,0.118,0.595
Ganga,Rabbi Shergill,6EPYV5lphhR4zX5iLJmOwG,"0
",0.667,7,1,6.44e-05,201680,4,0.824,-4.359,0.0395,0.00601,115.041,0.235,0.529
Lootnewale,Vishal Bhardwaj,5qTfAMrAjMfyZAU0ziw5PZ,"10
",0.729,4,0,0.0,246373,4,0.883,-5.247,0.119,0.529,96.033,0.112,0.643
"Lat Lag Gayee (From ""Race 2"")",Benny Dayal,6v7NjCg1b9WTGVD05vaYTN,"0
",0.79,10,0,1.24e-06,280369,4,0.892,-4.038,0.0404,0.229,131.994,0.206,0.896
High Heels,Jaz Dhami,7q7eYVerltlW2sYBuga6Mj,"55
",0.891,1,1,0.000173,297771,4,0.913,-4.453,0.149,0.394,130.045,0.373,0.772
Garaj Baras,Ali Azmat,3jWqgNhvCXkpz4z9rONKqt,"0
",0.521,0,1,0.00775,291480,4,0.89,-8.589,0.0729,0.0189,116.088,0.574,0.786
Mat Aazma Re,Pritam,0mh4VutnDyBn1sqcp05MZD,"47
",0.467,0,0,0.0,251480,4,0.859,-2.946,0.0409,0.661,89.842,0.0522,0.673
Jiya Re,A.R. Rahman,3xfpQMO1IhMqPYVFXYmH2K,"0
",0.707,11,0,2.62e-05,318813,4,0.721,-7.932,0.0413,0.0482,105.991,0.128,0.599
"Mashallah (From ""Ek Tha Tiger"")",Sajid-Wajid,4cESYbVTWfzDJiGqJrtH89,"0
",0.8,7,1,1e-05,283794,4,0.846,-8.454,0.0767,0.158,109.982,0.304,0.843
Iktara,Amit Trivedi,3jtKSUiVDowKNBqVQbWaig,"51
",0.616,7,1,0.000484,253773,4,0.525,-7.065,0.0258,0.401,79.976,0.309,0.427
"Chand Sifarish (From ""Fanaa"")",Jatin-Lalit,4PBgZRedCM21x7f87MFrBi,"0
",0.829,2,1,1.75e-05,275931,4,0.665,-8.128,0.0868,0.242,122.043,0.123,0.861
"Mere Haath Mein (From ""Fanaa"")",Jatin-Lalit,6foIYRGnCNfhd6hNSHBVmC,"0
",0.554,1,1,0.000183,285858,4,0.606,-12.312,0.0722,0.578,93.922,0.11,0.584
"Saathiya (From ""Saathiya"")",A.R. Rahman,70JCrkqiMSObqRkWhWSCfL,"0
",0.462,1,0,0.0,357433,4,0.457,-15.251,0.106,0.186,175.94,0.334,0.535
"Dekho Na (From ""Fanaa"")",Jatin-Lalit,4vHDHDNMAcyCTyeNCeTyeA,"0
",0.623,7,1,6.44e-05,322194,4,0.654,-11.969,0.0522,0.522,82.516,0.0911,0.54
"Hum Tum (From ""Hum Tum"")",Jatin-Lalit,31drpKw68Y1dzCgc1v787V,"0
",0.465,4,1,0.00041,329221,4,0.682,-8.124,0.0512,0.381,164.01,0.0801,0.583
"Hey Shona (From ""Ta Ra Rum Pum"")",Vishal-Shekhar,2zg6ehImKxpS9Ii3UyfFQm,"0
",0.657,6,0,0.0252,319295,4,0.601,-8.668,0.0374,0.125,75.004,0.0885,0.89
"Bol Na Halke Halke (From ""Jhoom Barabar Jhoom"")",Shankar-Ehsaan-Loy,1VVVrI6nZd0xEa7jTbSdn3,"0
",0.637,11,0,3.46e-06,306834,4,0.573,-6.69,0.0491,0.279,90.017,0.0617,0.704
"Aahista Aahista (From ""Bachna Ae Haseeno"")",Vishal-Shekhar,1yK2q2QUiDFqgsVCh1Toua,"0
",0.68,9,0,0.419,291605,4,0.818,-9.144,0.0382,0.187,125.995,0.289,0.598
"Khuda Jaane (From ""Bachna Ae Haseeno"")",Vishal-Shekhar,4W9P8tKOQ5Kn5BXIYSdssX,"0
",0.382,8,1,0.000486,333584,4,0.632,-6.393,0.0411,0.391,78.936,0.0922,0.716
"Crazy Kiya Re (From ""Dhoom 2"")",Pritam,5RENqiGV8zBXaU6sp1uHIM,"0
",0.759,11,1,3.97e-06,294505,4,0.938,-5.387,0.123,0.143,92.017,0.402,0.81
"Akh Ladiye (From ""Neal n Nikki"")",Salim–Sulaiman,7KF2vwyTN39ar54qOzQYuJ,"0
",0.659,0,1,1.42e-06,266371,4,0.962,-6.315,0.0505,0.12,124.995,0.0596,0.941
Le Gayi,Uttam Singh,4A2vRyzgUShJn2YE2F0o9N,"0
",0.828,5,0,0.00264,344242,4,0.752,-10.51,0.0461,0.0855,125.533,0.0796,0.857
Ek Pal Ka Jeena,Rajesh Roshan,7dVt6HZyygpj8zHW4WKS8J,"0
",0.676,6,0,3.96e-05,397427,4,0.798,-9.493,0.0475,0.0503,103.98,0.0371,0.833
O Oh Jaane Jana,Kamaal Khan,1Iwqt2auTqznKFO0c6tNOm,"0
",0.712,7,1,2.86e-05,299886,4,0.704,-10.366,0.0512,0.206,108.448,0.0895,0.557
I Hate Luv Storys,Vishal-Shekhar,4zUPL2OPTO3hgNhjaA1Rjn,"48
",0.747,11,0,0.0405,285213,4,0.81,-8.352,0.0541,0.0688,130.012,0.0592,0.937
Jaane Kyun,Vishal-Shekhar,6M2UnI1LnXuXlWU54CKmKx,"50
",0.778,4,0,8.28e-06,277987,4,0.812,-8.561,0.046,0.0573,99.962,0.243,0.791
Khuda Hafiz (from the film 'Yuva'),Sunitha Sarathy,5WgvNtKJhxCeT9BEkEYvX5,"0
",0.605,2,0,0.00676,301507,4,0.523,-10.863,0.0437,0.0501,120.011,0.107,0.263
Fanaa (from the film 'Yuva'),A.R. Rahman,0je13PTOJeNaYqAu89yMOd,"0
",0.634,10,0,0.0946,281453,4,0.771,-9.825,0.0359,0.0192,135.95,0.205,0.385
Saibo,Sachin-Jigar,6udC4b4jOSnHb9ItnXgKLR,"62
",0.619,2,1,1.27e-05,195253,4,0.428,-7.867,0.0281,0.736,90.056,0.136,0.542
Ishq Wala Love,Vishal-Shekhar,1hQia6rxgfM1ly2hE3StWp,"60
",0.711,0,0,4.8e-05,257973,4,0.295,-12.377,0.0334,0.533,135.048,0.0782,0.694
Hum Jee Lenge,Mustafa Zahid,1gekzL984xr4fbxVgVGQhC,"45
",0.608,5,0,0.0,275920,4,0.55,-7.86,0.031,0.708,81.987,0.0833,0.514
Voh Dekhnay Mein,Ali Zafar,0EMYTe2oQy70PCKPQFlbVy,"47
",0.815,0,1,4.41e-06,272453,4,0.421,-8.125,0.0352,0.491,140.01,0.117,0.543
Bezubaan,Sachin-Jigar,2ota18jyZVMGvwQ0IV8qz7,"48
",0.416,1,1,2.06e-06,282840,4,0.573,-8.264,0.066,0.0286,102.041,0.11,0.163
Bin Tere,Vishal-Shekhar,3bZPdEskcnMdepwCaDSJRl,"56
",0.585,9,1,3.59e-06,330360,4,0.698,-6.261,0.0392,0.42,139.831,0.363,0.621
"Aashiqui Mein Teri (From ""36 China Town"")",Sunidhi Chauhan,4t3dOlhJGl9vaK3euNHnuF,"0
",0.813,11,1,1.35e-06,288020,4,0.637,-8.799,0.0769,0.00565,90.958,0.154,0.615
"Jab Kabhi (From ""36 China Town"")",Kunal Ganjawala,4n9cxIUOWyBoTsJMZH4k4W,"0
",0.361,11,1,2.65e-05,314120,4,0.626,-8.153,0.139,0.268,90.209,0.158,0.337
"24 X 7 I Think of You (From ""36 China Town"")",Shaan,51kFG4M3RRKDKjxVCTKa3w,"0
",0.801,11,0,0.00058,306132,4,0.939,-7.326,0.0841,0.087,107.959,0.122,0.595
Love the Pressure (Imran Khan Dedication),Sanjoy,0gJ4UXgPa7NKvDHk5NdvQ9,"11
",0.484,2,0,0.00024,159333,4,0.874,-6.356,0.141,0.0431,130.351,0.198,0.573
Shedding Skin,Karsh Kale,7g1otNmaEmJNIdn9IOV0mz,"0
",0.376,2,1,0.000369,462200,4,0.707,-8.346,0.037,0.335,88.936,0.103,0.192
Bahara,Vishal-Shekhar,1gwO79MdYdumgIjxq8eCxB,"55
",0.456,5,1,7.24e-06,325707,4,0.739,-6.733,0.0402,0.0718,85.773,0.134,0.72
"Mukhtasar (From ""Teri Meri Kahaani"")",Wajid,6f7tDKaDjfjSNsObP6IIIk,"27
",0.572,7,1,0.000813,332800,4,0.994,-2.685,0.0563,0.0812,132.024,0.276,0.5
O Majhi Re,Shaan,3arX4DgjV9mVghgg9o4Ezx,"0
",0.631,4,1,0.00436,610733,4,0.477,-9.06,0.028,0.786,120.026,0.135,0.292
Aadat - Taken from the film Kalyug,Atif Aslam,4EVt3aNCDkIetvDWH31P1g,"0
",0.632,0,0,0.000585,335587,4,0.747,-6.558,0.0379,0.174,102.959,0.187,0.361
Subha Ho Gayi Mamu - Munnabhai MBBS / Soundtrack Version,Shaan,4lTQJ5988H7aM9gnT2385W,"3
",0.87,11,0,0.0,241400,4,0.36,-14.101,0.0655,0.122,104.001,0.294,0.472
Nasha,Prashant Pillai,58yJj82PSVDAWiaQHnhWaN,"0
",0.536,5,0,0.204,195428,4,0.718,-8.537,0.0831,0.0114,119.906,0.102,0.157
Ab Laut Aa,Sanjoy,1gwIIwHfI0y7lpON1zxkg6,"6
",0.551,6,0,0.0,291966,4,0.894,-4.971,0.288,0.342,128.011,0.157,0.58
Mehfuz,Palash,4HWZgDpUgWZta4D92MceS6,"0
",0.502,10,1,1.39e-06,330040,4,0.326,-9.46,0.0279,0.761,140.047,0.109,0.162
Sochta Hun Uska Dil,Babul Supriyo,6jfinqvx5AXqT0cGkkCl6X,"0
",0.732,9,1,0.000136,256093,4,0.709,-7.73,0.0278,0.63,129.552,0.192,0.662
"Phir Milenge Chalte Chalte (From ""Rab Ne Bana Di Jodi"")",Salim–Sulaiman,1xOlh1XMcYk6YtEbyIeChM,"0
",0.778,0,1,6.83e-06,394162,4,0.737,-7.073,0.195,0.178,125.031,0.0632,0.9
Piya Basanti,Sultan Khan,4ZffnUdAzNy5HvcO3rphIP,"49
",0.758,10,1,1.28e-05,276520,4,0.333,-16.082,0.0289,0.158,100.973,0.0851,0.5
Majhi Re,Neel Dutt,1330M2g5HzyRIkoFd0N0DV,"0
",0.703,2,1,3.22e-05,326040,4,0.679,-9.091,0.0627,0.179,75.029,0.0802,0.757
Ye Pal,Xulfi Call The Band,5eipc8SsHZIQzyxkQERqtc,"5
",0.383,5,1,1.63e-05,335691,4,0.531,-8.327,0.0323,0.705,97.919,0.401,0.706
Ye Pal - Remix,Xulfi Call The Band,6lNrvxzcOatCXYbhF3wc5B,"1
",0.696,9,0,4.34e-05,222285,4,0.931,-5.597,0.041,0.0172,125.004,0.125,0.506
Woh Pehli Baar,Vishal Dadlani,6MvaTkoPYUG9bX6MicwdZO,"41
",0.712,7,1,0.0,271960,4,0.642,-13.413,0.116,0.205,89.994,0.0765,0.56
Babaji Ki Booti,Sachin-Jigar,4OFgWq4bcGSFH9RSrr30Po,"36
",0.746,2,0,0.0,226240,4,0.376,-9.477,0.158,0.195,87.971,0.176,0.729
Slowly Slowly,Sachin-Jigar,2Z5IsY5dxdYZArJ1aYbaHZ,"38
",0.578,1,1,0.251,197960,4,0.729,-9.814,0.0374,0.0313,159.984,0.124,0.729
Dhunki,Neha Bhasin,74305eElcGuaEy8YAH46xK,"0
",0.729,1,0,0.0,257227,4,0.769,-6.024,0.054,0.339,94.955,0.0522,0.869
Gulabi Aankhen - Extended Version,Virender Singh,2OaRppPtQGDdDXYwXiY17J,"0
",0.409,9,0,0.0,153940,4,0.271,-12.374,0.0391,0.662,90.534,0.131,0.276
Tm hi ho,Arijit Singh,6dTRgmBRIOO1WW0voQJNUR,"0
",0.586,5,0,0.0,140931,4,0.357,-8.526,0.0246,0.796,94.03,0.181,0.537
Sun rha hai na tu Male,Ankit tivari,4BKSjudlwDTV14nhPKYPz4,"0
",0.32,10,1,1.45e-06,390258,4,0.66,-6.391,0.0356,0.257,163.728,0.1,0.32
Piya aaye na,Tulsi Kumar,3q9gvnXHVKaFYSe0cf4ISN,"0
",0.268,4,0,7.4e-05,286224,1,0.598,-8.149,0.0489,0.615,75.222,0.271,0.431
"Aai Paapi (From ""Kismat Konnection"")",Neeraj Shridhar,6pEQ3bXi5D8EUm8eC07AWy,"0
",0.905,1,0,0.00122,256540,4,0.954,-6.414,0.0564,0.128,109.989,0.0507,0.792
Thug Le,Shilpa Rao,3w3rxYPdayGTeDbhPeKa8O,"0
",0.751,1,1,2.16e-05,218518,4,0.744,-6.959,0.0765,0.126,113.039,0.0988,0.93
Breathless [Album - Breathless '98],Shankar Mahadevan,08LvysN35ga9a3lb4wP4de,"0
",0.794,1,0,0.0,185720,4,0.881,-5.589,0.195,0.446,99.858,0.317,0.0392
Majhi Re,Neel Dutt,1330M2g5HzyRIkoFd0N0DV,"0
",0.703,2,1,3.22e-05,326040,4,0.679,-9.091,0.0627,0.179,75.029,0.0802,0.757
Hansnuhana,Fossils,1EOMNzEesqjbhpf1ZEnvT8,"0
",0.528,4,1,2.18e-05,294323,4,0.427,-12.304,0.0548,0.27,133.127,0.105,0.307
Bishakto Manush,Fossils,0NHcaCpxAQzFDmsgeoajOB,"0
",0.393,5,0,2.12e-06,267469,4,0.639,-10.671,0.0367,0.187,136.551,0.366,0.335
Gabru,Yo Yo Honey Singh,4gdeDU1zELLtxGXHa0ulfw,"35
",0.669,8,1,0.0117,218182,4,0.983,-4.048,0.112,0.236,176.036,0.115,0.968
High Heels (DJ Suketu Remix),Jaz Dhami,3ZV6JQOXZmBgCmSGGdQbFT,"23
",0.753,1,1,0.0,278801,4,0.828,-4.129,0.0347,0.0264,129.987,0.121,0.458
Blue Eyes,Yo Yo Honey Singh,1nt9EtDtlabHujCKYHS9e8,"0
",0.885,10,0,0.000194,220984,4,0.516,-5.547,0.0866,0.157,93.988,0.035,0.541
Dhat Teri Ki,Vishal-Shekhar,3meosaLOJGuQ6OjxnYR7sI,"46
",0.81,0,0,1.79e-06,247093,4,0.744,-6.929,0.0335,0.105,120.041,0.0802,0.96
Gora Gora Rang (Remix),Imran Khan,3tExSlLmfEO19Pdbxrw4NV,"0
",0.513,2,0,9.15e-06,233546,4,0.488,-11.715,0.0513,0.00518,170.121,0.17,0.267
Mann Mera (Remix),Gajendra Verma,1xpErE9benTfjd8XJQu4Ll,"18
",0.748,1,0,0.0,162375,4,0.822,-4.919,0.0395,0.247,125.974,0.138,0.649
Main Rang Sharbaton Ka,Arijit Singh,2sURneAotz0wUnak36GzQY,"0
",0.383,6,1,0.0,277565,4,0.57,-9.26,0.04,0.764,90.057,0.082,0.713
"Mann Mera (From ""Table No. 21"")",Gajendra Verma,6k1f836hWD6F0ZehWTsyeQ,"46
",0.54,1,0,0.0,198125,4,0.774,-7.873,0.0444,0.0524,191.809,0.142,0.384
Bin Tere - Remix by DJ Kiran,Vishal-Shekhar,4aSz4c56JROMqJHcLg0Vch,"24
",0.545,6,0,0.000155,328707,4,0.92,-6.613,0.0964,0.0276,136.911,0.311,0.465
"Tere Bina (From ""Guru"")",A.R. Rahman,02YJQbwWhf5fmzCcfhHMtB,"28
",0.744,2,1,0.000155,309640,4,0.7,-7.663,0.0376,0.278,144.043,0.068,0.866
"Deewana Hai Dekho (From ""Kabhi Khushi Kabhie Gham"")",Sandesh Shandilya,6uKmXpWSbhNQ913UV2L81Y,"9
",0.776,7,1,1.96e-06,345267,4,0.792,-5.619,0.18,0.167,102.988,0.13,0.588
"Chingam Chabake (From ""Gori Tere Pyaar Mein"")",Vishal-Shekhar,7diNOOJytXxyQAECM8CkbO,"0
",0.762,7,0,0.0,241053,4,0.908,-6.034,0.083,0.256,142.021,0.0538,0.925
Chura Liya,Dj Aqeel,4UdCa0uwbURZa3WzpAPYnu,"0
",0.747,11,0,0.00514,285000,4,0.798,-5.798,0.0413,0.0288,127.996,0.319,0.862
Mash Up,Dj Aqeel,1OJzU5m4i3B4aUrWraZOd9,"0
",0.724,0,1,0.00797,197613,4,0.728,-9.012,0.0391,0.00416,127.982,0.206,0.789
Kangna,Shide Boss,2cjrtL5ympr70Q9CpiqKYn,"13
",0.841,8,0,3.74e-05,176791,4,0.8,-5.494,0.0455,0.161,124.923,0.127,0.592
Zulfa,Jaz Dhami,4Dh74IVbFjKPcvrNcklsOL,"26
",0.719,10,0,0.0,194693,4,0.702,-6.199,0.273,0.0519,93.904,0.287,0.704
Kiss Me Baby,Adnan Sami,2D0jvGob8VBzmqytp4qVcm,"0
",0.821,4,1,0.00075,225680,4,0.856,-7.487,0.116,0.177,101.976,0.0893,0.865
"Dooriyan (From ""Love Aaj Kal"")",Mohit Chauhan,5doYtCoJ8KpfkFczP3F2ad,"47
",0.517,7,0,0.0,337360,4,0.716,-6.582,0.0509,0.611,122.952,0.11,0.594
"Party on My Mind (From ""Race 2"")",KK,0lilvWQA2T5nZW7FTKqyRe,"0
",0.715,11,0,0.0,222133,4,0.864,-5.013,0.0743,0.0187,122.015,0.719,0.568
Breakup Party,Yo Yo Honey Singh,2Vdztex8iInXfw74ZJRhcB,"0
",0.951,6,1,3.34e-06,282833,4,0.777,-6.9,0.065,0.371,123.042,0.0486,0.95
Halkat Jawani,Salim–Sulaiman,2h1d6XPdBms5i7YwyfOO7q,"45
",0.71,6,0,2.14e-06,238427,4,0.812,-2.497,0.119,0.108,131.983,0.465,0.908
"Aadat Se Majboor (From ""Ladies V/s Ricky Bahl"")",Benny Dayal,2SaOyPRiig9Ja95lCYJCDk,"0
",0.829,9,0,3.09e-05,275360,4,0.601,-8.992,0.079,0.442,115.037,0.0983,0.791
"Jigar Da Tukda (From ""Ladies V/s Ricky Bahl"")",Salim–Sulaiman,6m71tTBBpBQw5y1QDgqPUK,"0
",0.737,4,0,0.000212,252120,4,0.911,-5.845,0.0466,0.329,130.003,0.0273,0.876
Toh Phir Aao - Taken from the film Awarapan,Mustafa Zahid,7BNTQEI4bPSYX0fzzUVoLP,"0
",0.466,9,0,1.28e-06,350280,4,0.438,-10.627,0.0267,0.437,102.033,0.109,0.108
Yaad Ayenge Yeh Pal - Recreated by Leslie Lewis,Rahul Vaidya,787K3B6bdwkyCP6v1OFNul,"19
",0.356,4,1,0.0,253960,4,0.65,-4.861,0.0575,0.402,139.772,0.113,0.421
Mohabbatein Lutaaunga,Abhijeet Sawant,0ScRAzkNibjRLPgPjsyMux,"39
",0.62,8,1,3.44e-06,356440,4,0.637,-9.692,0.0437,0.101,83.995,0.194,0.499
Lafzon Mein,Abhijeet Sawant,7eyTUv9Y7VpAhZJYrDqGQy,"30
",0.648,3,0,0.00929,266973,4,0.367,-14.167,0.0474,0.104,154.008,0.0769,0.939
Gandi Baat,Mika Singh,2xYTrkiW9gYynSFv5duRiy,"0
",0.737,1,1,2.04e-05,252473,3,0.923,-6.14,0.32,0.204,188.786,0.0396,0.815
"Chinta Ta Ta Chita Chita (From ""Rowdy Rathore"")",Mika Singh,4qvotpUAA76xwviPFiOJiP,"0
",0.769,11,0,0.00111,261347,4,0.907,-2.102,0.245,0.255,67.507,0.0554,0.773
"Something Something (From ""Something Something"")",Mika Singh,5Q3ew9FpediOVGDwr7sisc,"0
",0.743,0,1,7.58e-06,292000,4,0.662,-6.532,0.0568,0.00993,99.008,0.279,0.596
Something Something - Club Mix,Mika Singh,2jBxh4vZBdoleytwTCT6D7,"0
",0.731,8,1,0.000104,248027,4,0.869,-5.304,0.0437,0.00312,120.014,0.296,0.732
Hawa Hawa,SQS Supastars,1doJSsbt5vuoxlcgp5zI85,"1
",0.608,6,0,0.0,175465,4,0.917,-5.544,0.0354,0.0172,124.984,0.39,0.646
"Luttna (From ""Cocktail"")",MASUMA ANWAR,20I462M3P1tqEhds4O3clQ,"23
",0.526,0,1,1.76e-06,300918,4,0.875,-4.289,0.0838,0.0606,88.082,0.344,0.305
Meri Jaan (Feat. Jay Sean),Juggy D,1OvfugrbOtSQ4UWmgWihZs,"30
",0.812,8,0,0.0,261720,4,0.369,-8.535,0.0941,0.00249,97.921,0.0728,0.481
Sohniye,Juggy D,5PqnB8Phu6G1JRxhfm9BBE,"41
",0.643,10,0,0.00464,237467,4,0.769,-7.383,0.2,0.128,201.964,0.0551,0.749
"Proper Patola (From ""Proper Patola"") (feat. Badshah)",Diljit Dosanjh,1J2LcFOhhXbgn54CjxZz25,"42
",0.789,3,0,0.0,150640,4,0.685,-8.669,0.212,0.414,147.864,0.172,0.697
Jab Koi Baat (Remix),Hyacinth D'Souza,2pNgLwET2D8siqPM332wZT,"0
",0.576,7,1,0.0,253929,4,0.516,-8.463,0.0255,0.557,104.984,0.204,0.175
Shake It Like Shammi,Vishal-Shekhar,2p54FBeWYWX56nPCaR67hP,"34
",0.728,10,0,0.000136,206720,4,0.818,-5.695,0.0856,0.0992,93.029,0.0861,0.961
Drama Queen,Vishal-Shekhar,7xxxQG1BupSnOBo4qId9kl,"41
",0.705,7,1,0.0,198747,4,0.913,-6.709,0.0788,0.0137,145.948,0.329,0.955
Manchala,Vishal-Shekhar,3zAXHUL5YcYOA41rruvjy4,"49
",0.365,11,0,0.0,227507,4,0.649,-5.295,0.0408,0.151,78.398,0.121,0.453
Zehnaseeb,Vishal-Shekhar,3xF15SqY32Mno3UUMBirhU,"56
",0.623,7,1,0.000131,217440,4,0.595,-6.342,0.0331,0.363,78.029,0.353,0.418
Ishq Bulaava,Vishal-Shekhar,1fkjRQA8wXPPyxqYLbxuqy,"53
",0.579,7,1,3.33e-05,303640,3,0.713,-7.334,0.0318,0.617,159.915,0.118,0.635
